time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2001-12-04,0.1857142857142858,-7.914285714285714,7.885714285714285,0.0,7.142857142857143,86.0,12.857142857142858,,1014.4428571428572,0.0
2001-12-11,0.48571428571428577,-7.542857142857143,8.185714285714285,0.0,0.0,,15.37142857142857,,1016.6999999999999,
2001-12-18,-0.9428571428571428,-9.114285714285714,6.8428571428571425,0.0,0.0,11.5,14.242857142857142,,1013.9857142857143,
2001-12-25,-2.371428571428571,-9.985714285714286,5.085714285714286,0.2857142857142857,3.5714285714285716,41.0,13.542857142857143,,1021.7428571428571,
2002-01-01,-4.2,-9.742857142857144,1.1285714285714286,0.2285714285714286,0.0,,10.342857142857143,,1020.5833333333334,0.0
2002-01-08,-1.0285714285714285,-8.557142857142857,6.114285714285714,0.0,7.142857142857143,9.0,11.114285714285714,,1023.5285714285714,0.0
2002-01-15,-0.48571428571428565,-7.142857142857143,5.8,0.4714285714285714,3.5714285714285716,0.0,14.557142857142855,,1019.9714285714286,0.0
2002-01-22,-3.4,-11.028571428571428,3.9857142857142853,0.07142857142857142,0.0,,16.214285714285715,,1014.2571428571429,0.0
2002-01-29,1.057142857142857,-7.371428571428572,9.200000000000001,0.1142857142857143,0.0,105.33333333333333,16.928571428571427,,1015.7166666666667,0.0
2002-02-05,-5.3,-12.37142857142857,1.457142857142857,0.08571428571428572,3.5714285714285716,,14.457142857142857,,1025.9142857142856,0.0
2002-02-12,2.328571428571429,-8.885714285714286,8.114285714285714,0.0,0.0,337.0,19.62857142857143,,1024.2166666666665,0.0
2002-02-19,1.5142857142857142,-6.885714285714285,9.757142857142856,0.21428571428571427,3.5714285714285716,1.0,15.742857142857144,,1017.6,0.0
2002-02-26,1.457142857142857,-8.571428571428571,8.585714285714285,0.18571428571428572,0.0,,17.4,,1020.3333333333334,0.0
2002-03-05,-5.457142857142857,-14.200000000000001,2.857142857142857,0.0,0.0,217.5,19.085714285714285,,1020.7428571428571,0.0
2002-03-12,3.1,-7.928571428571429,13.657142857142857,0.0,0.0,107.0,17.985714285714288,,1013.3857142857142,0.0
2002-03-19,0.3142857142857142,-6.814285714285715,7.085714285714286,0.8285714285714285,7.142857142857143,192.0,15.12857142857143,,1012.5714285714286,0.0
2002-03-26,1.6857142857142857,-7.914285714285714,10.885714285714286,0.21428571428571427,3.5714285714285716,228.0,15.542857142857144,,1019.8857142857144,0.0
2002-04-02,6.6000000000000005,-2.1999999999999997,15.1,0.0,0.0,93.5,17.8,,1012.4,0.0
2002-04-09,7.942857142857143,-0.542857142857143,16.285714285714285,0.0,0.0,141.5,18.585714285714285,,1017.1333333333333,0.0
2002-04-16,13.257142857142856,5.257142857142857,21.099999999999998,0.0,0.0,227.0,18.985714285714288,,1008.5857142857143,0.0
2002-04-23,7.471428571428571,-1.657142857142857,16.2,0.04285714285714286,0.0,181.5,20.157142857142855,,1012.4,0.0
2002-04-30,11.057142857142859,1.6857142857142857,20.02857142857143,0.04285714285714286,0.0,173.0,19.37142857142857,,1010.9166666666666,0.0
2002-05-07,11.685714285714285,2.557142857142857,20.485714285714284,0.21428571428571427,0.0,162.0,19.12857142857143,,1009.0428571428572,0.0
2002-05-14,10.085714285714285,1.2142857142857142,18.74285714285714,1.3142857142857143,0.0,339.0,19.12857142857143,,1014.7142857142857,0.0
2002-05-21,13.9,6.314285714285715,21.442857142857143,0.6571428571428571,0.0,,17.857142857142858,,1014.3000000000001,0.0
2002-05-28,12.728571428571428,4.542857142857143,20.571428571428573,1.9000000000000001,0.0,358.0,15.271428571428572,,1011.8000000000001,0.0
2002-06-04,19.75714285714286,10.799999999999999,28.5,0.18571428571428572,0.0,232.0,17.642857142857142,,1008.3000000000001,0.0
2002-06-11,20.5,10.9,29.842857142857145,1.157142857142857,0.0,161.5,19.12857142857143,,1005.842857142857,0.0
2002-06-18,19.542857142857144,11.857142857142858,26.985714285714288,2.771428571428572,0.0,148.0,15.185714285714285,,1013.1666666666666,0.0
2002-06-25,22.714285714285715,14.928571428571429,30.1,0.14285714285714285,0.0,199.0,18.87142857142857,,1012.3714285714286,0.0
2002-07-02,23.67142857142857,14.299999999999999,32.642857142857146,0.0,0.0,44.0,15.328571428571427,,1012.3,0.0
2002-07-09,22.085714285714285,15.328571428571427,28.428571428571427,3.457142857142857,0.0,118.0,15.485714285714286,,1016.2666666666668,0.0
2002-07-16,21.842857142857145,12.957142857142857,30.428571428571427,0.0,0.0,346.0,15.885714285714286,,1014.8285714285714,0.0
2002-07-23,22.542857142857144,14.37142857142857,30.32857142857143,1.157142857142857,0.0,,15.671428571428573,,1013.3857142857142,0.0
2002-07-30,23.25714285714286,14.37142857142857,32.07142857142857,1.2714285714285716,0.0,,14.142857142857142,,1012.2285714285715,0.0
2002-08-06,21.928571428571427,13.657142857142858,29.87142857142857,0.0,0.0,159.0,17.114285714285714,,1014.3571428571429,0.0
2002-08-13,20.571428571428573,11.842857142857143,29.157142857142855,0.1142857142857143,0.0,,16.157142857142855,,1014.2142857142857,0.0
2002-08-20,21.37142857142857,11.814285714285715,30.557142857142853,0.07142857142857142,0.0,,17.285714285714285,,1009.8000000000001,0.0
2002-08-27,19.771428571428572,12.314285714285715,26.914285714285715,1.3857142857142857,0.0,11.0,14.714285714285714,,1015.1833333333334,0.0
2002-09-03,20.099999999999998,11.671428571428573,28.271428571428572,0.0,0.0,86.0,14.714285714285714,,1015.1999999999999,0.0
2002-09-10,20.028571428571432,12.471428571428572,27.24285714285714,2.5142857142857147,0.0,75.5,15.585714285714285,,1014.342857142857,0.0
2002-09-17,15.400000000000002,8.357142857142858,22.228571428571428,1.2428571428571427,0.0,,15.485714285714286,,1016.85,0.0
2002-09-24,13.1,5.985714285714286,20.085714285714285,0.39999999999999997,0.0,,15.914285714285715,,1014.7142857142857,0.0
2002-10-01,13.757142857142856,5.957142857142857,21.271428571428572,2.042857142857143,0.0,,15.885714285714286,,1010.7714285714285,0.0
2002-10-08,9.385714285714286,2.2285714285714286,16.271428571428572,0.1142857142857143,0.0,173.5,15.12857142857143,,1016.4666666666667,0.0
2002-10-15,9.87142857142857,2.0571428571428574,17.614285714285714,0.0,0.0,,14.085714285714285,,1018.7857142857143,0.0
2002-10-22,7.571428571428571,-0.2857142857142857,15.257142857142858,0.07142857142857142,0.0,,15.028571428571428,,1015.4857142857143,0.0
2002-10-29,2.042857142857143,-2.3857142857142857,6.514285714285714,3.2142857142857144,0.0,342.0,13.228571428571428,,1017.5166666666668,0.0
2002-11-05,-1.657142857142857,-6.728571428571429,1.3000000000000003,0.15714285714285717,7.142857142857143,239.0,10.328571428571427,,1022.9,0.0
2002-11-12,4.942857142857143,-3.4,12.785714285714286,0.0,0.0,,14.814285714285715,,1014.1999999999999,0.0
2002-11-19,4.128571428571428,-2.8428571428571425,10.942857142857145,0.07142857142857142,0.0,,12.857142857142858,,1020.7857142857143,0.0
2002-11-26,0.5714285714285714,-5.8428571428571425,6.842857142857143,0.15714285714285717,3.5714285714285716,127.0,12.971428571428572,,1025.3428571428572,0.0
2002-12-03,1.7571428571428573,-5.614285714285714,8.985714285714286,0.0,0.0,350.0,12.028571428571428,,1023.1428571428571,0.0
