time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2000-01-04,-18.3,-28.3,-7.8,0.0,76.0,,14.0,,1023.1,342.0
2000-01-11,-6.814285714285715,-13.571428571428571,-0.29999999999999993,0.39999999999999997,25.428571428571427,236.0,14.857142857142858,,1009.7857142857143,236.14285714285714
2000-01-18,-10.328571428571427,-16.428571428571427,-4.5285714285714285,0.07142857142857142,43.57142857142857,,11.542857142857143,,1025.8,222.42857142857142
2000-01-25,-11.185714285714285,-16.9,-5.542857142857143,0.2571428571428572,25.0,309.0,15.057142857142859,,1021.1142857142858,313.7142857142857
2000-02-01,-5.885714285714286,-9.914285714285715,-2.142857142857143,0.0,7.142857142857143,150.5,13.328571428571427,,1025.4285714285713,137.28571428571428
2000-02-08,-1.9857142857142855,-9.685714285714285,5.3999999999999995,0.0,0.0,326.0,15.942857142857141,,1022.8285714285714,428.57142857142856
2000-02-15,-12.87142857142857,-18.17142857142857,-7.714285714285714,2.1,90.85714285714286,19.0,12.257142857142856,,1019.8285714285714,247.14285714285714
2000-02-22,-8.585714285714285,-16.6,-0.8714285714285713,0.1142857142857143,188.57142857142858,,6.428571428571429,,1021.5571428571428,394.2857142857143
2000-02-29,3.014285714285714,-2.142857142857143,7.7,4.1,40.0,218.66666666666666,15.014285714285714,,1010.96,376.0
2000-03-07,6.357142857142857,-2.7857142857142856,15.071428571428571,0.5142857142857143,0.0,,10.171428571428573,,1012.4571428571428,584.0
2000-03-14,-4.128571428571428,-8.8,0.3,3.6714285714285717,32.714285714285715,11.0,14.342857142857143,,1021.657142857143,264.14285714285717
2000-03-21,-0.07142857142857155,-5.942857142857143,5.557142857142857,0.2571428571428572,14.428571428571429,,14.885714285714286,,1019.1285714285714,425.85714285714283
2000-03-28,5.4,-2.6142857142857143,13.171428571428573,0.14285714285714285,0.0,133.0,19.5,,1012.0,541.5714285714286
2000-04-04,4.8428571428571425,-2.3714285714285714,11.914285714285715,0.37142857142857144,0.0,,19.785714285714285,,1016.3000000000001,357.85714285714283
2000-04-11,2.9285714285714284,-4.371428571428571,9.757142857142858,0.2714285714285714,0.0,235.0,18.52857142857143,,1018.7285714285715,373.57142857142856
2000-04-18,3.5142857142857147,-3.8000000000000003,10.457142857142857,2.0714285714285716,7.142857142857143,82.33333333333333,17.142857142857142,,1019.1714285714286,439.14285714285717
2000-04-25,10.471428571428572,0.7857142857142855,19.685714285714287,0.0,0.0,59.0,13.985714285714286,,1014.6714285714286,605.7142857142857
2000-05-02,13.171428571428573,4.771428571428571,21.442857142857143,2.8428571428571425,0.0,208.0,16.1,,1017.0428571428572,545.7142857142857
2000-05-09,15.485714285714286,7.785714285714286,22.785714285714285,2.4714285714285715,0.0,,15.485714285714286,,1007.6714285714286,610.4285714285714
2000-05-16,10.257142857142856,3.8000000000000003,16.257142857142856,3.7,0.0,228.66666666666666,15.985714285714286,,1010.4142857142857,417.42857142857144
2000-05-23,14.385714285714286,6.2,22.314285714285713,0.0,0.0,,14.242857142857144,,1012.1999999999999,522.7142857142857
2000-05-30,15.157142857142858,8.185714285714285,21.814285714285713,3.4714285714285715,0.0,153.0,14.799999999999999,,1010.9,553.0
2000-06-06,12.942857142857141,6.285714285714286,19.271428571428572,2.8285714285714287,0.0,82.0,15.171428571428573,,1020.9285714285714,534.2857142857143
2000-06-13,20.8,13.1,28.342857142857145,10.528571428571428,0.0,102.0,17.642857142857142,,1005.6,509.85714285714283
2000-06-20,15.071428571428571,9.842857142857143,19.985714285714288,2.9857142857142853,0.0,292.0,15.7,,1007.5571428571428,342.1666666666667
2000-06-27,17.928571428571427,11.028571428571428,24.599999999999998,2.4428571428571426,0.0,300.0,14.442857142857145,,1014.4799999999999,599.5714285714286
2000-07-04,21.428571428571427,13.885714285714286,28.971428571428568,0.4714285714285714,0.0,89.0,13.842857142857143,,1010.32,581.5714285714286
2000-07-11,23.5,17.157142857142855,29.614285714285717,6.828571428571428,0.0,95.0,12.442857142857141,,1011.4714285714286,563.0
2000-07-18,21.900000000000002,15.171428571428573,28.342857142857145,1.1142857142857143,0.0,181.33333333333334,11.771428571428572,,1015.6999999999999,464.85714285714283
2000-07-25,19.457142857142856,12.842857142857143,25.814285714285713,6.2142857142857135,0.0,,10.914285714285713,,1016.3714285714286,541.8571428571429
2000-08-01,24.357142857142858,16.428571428571427,32.07142857142857,0.0,0.0,131.5,11.671428571428573,,1014.9857142857143,787.8571428571429
2000-08-08,22.928571428571427,15.799999999999999,29.82857142857143,1.8571428571428572,0.0,103.5,12.828571428571427,,1010.4285714285714,595.0
2000-08-15,24.599999999999998,16.128571428571426,32.628571428571426,0.6142857142857142,0.0,115.0,16.928571428571427,,1013.0857142857143,643.7142857142857
